Name,Symbol,Mint,Decimals,LogoURI,Community Validated
Anita Max Wynn,WYNN,4vqYQTjmKjxrWGtbL2tVkbAU1EVAz9JwcYtd2VE3PbVU,6,https://bafybeiepbscydfgvbfqq4augkwub2tsvbsm3e6uau3he2mmmbj4ebuyyym.ipfs.nftstorage.link/,true
Taylor Swift's Cat,BENJI,CPjDhhBpwEsLygNuczKcNwBPgMeni1xLomD48x51MyYU,9,https://bafkreidr7yjxj75ollxohlgmrvix6dpwgy4y5r3wp2bzz6mrgi3tnuhkuy.ipfs.nftstorage.link,true
D2,D2X,GyuP7chtXSRB6erApifBxFvuTtz94x3zQo3JdWofBTgy,3,https://scpri.me/files/logo.png,true
Horse Meat,HorseMeat,2FprjEk4MTSY9CxpKuENbGDdy69R15GHhtHpG5Durdbq,9,https://i.imgur.com/uKfGicj.jpeg,true
Nyxia Coin,NYXC,HrLx8MLKegpbmbmWePZiuvf3AbJNx1CJyjBwUHwicEgW,7,http://nyxia.ai/NYXC_coin-200.png,true
PopDog,POPDOG,EATGZHJViJsk7nEKkrdJicwNbfpkJfAtmrEmrjXR8NBj,6,https://i.postimg.cc/SRb6fSps/SBZ5KM3L.png,true
MXM,MXM,H53UGEyBrB9easo9ego8yYk7o4Zq1G5cCtkxD3E3hZav,6,https://assets.mixmob.io/images/MXM_Token.png,true
ZynCoin (Wormhole),ZYN,PzuaVAUH2tfxGZcbBR6kMxeJsBngnsPLFotGJNCtcsd,8,https://pbs.twimg.com/profile_images/1734964928434294784/pjyf-A-E.jpg,true
GameBoy,GBOY,GKZbA2gDzw3MoxbfRsnrJTNi5uBDrnrz9bq1pNnx6kv,9,https://images.squarespace-cdn.com/content/v1/65bd61a6fc592e7b51a773a7/72d9c35c-2b02-498b-b406-4cf5f6d06067/d2b08cecea46e8dac3603b9c57c4659c.png,true
The First Youtube Cat,PAJAMAS,FvER7SsvY5GqAMawf7Qfb5MnUUmDdbPNPg4nCa4zHoLw,9,https://pajamas.cat/wp-content/uploads/2024/03/photo_6303196121761170014_x.jpg,true
Peng,PENG,A3eME5CetyZPBoWbRUwY3tSe25S6tb18ba9ZPbWk9eFJ,6,https://bafkreibmv7tbmuqqhm2foemzuy4o4bxqd677r3obw6igrtlmpe5k3j4oge.ipfs.nftstorage.link,true
JENSEN HUANG,JENSEN,HfQuaLjMguh7vyZqqrWuVqpsjQd7tAPrzBWKqA3pDTH3,9,https://i.ibb.co/k5TC2w0/JENSEEEEN.jpg,true
Stanley Cup Coin,STAN,CQSzJzwW5H1oyWrp6QhfUKYYwyovbSiVDKnAxNfb1tJC,5,https://arweave.net/urnvj3NcnKmwEWNLDQJetp2OFP_nu3tB8HPdXwSFg7U,true
Abble,AABL,ENoD8J2J6wNHkcJkvVBkwq5JMiR1oNBfBZRkoHCQogyT,6,https://sapphire-lazy-macaw-504.mypinata.cloud/ipfs/Qmf6i1Rzz82xayVFtmWN8U4hUWtE2cQVqVWKoNE8gmchMz,true
PORTNOY,PORTNOY,8wzYfqeqkjBwYBHMacBVen8tSuJqXiDtsCgmjnUJDSKM,6,https://i.ibb.co/K0M01Ws/image.png,true
el gato,ELGATO,F47vvwFYuLioQsqEVAjqdY6Yihc8wVRiUcfHGcBR9XUs,6,https://dd.dexscreener.com/ds-data/tokens/solana/F47vvwFYuLioQsqEVAjqdY6Yihc8wVRiUcfHGcBR9XUs.png,true
Mumu the Bull,MUMU,5LafQUrVco6o7KMz42eqVEJ9LW31StPyGjeeu5sKoMtA,6,https://bafkreihszutctvdmdlyjtzfmj7rgvdorpc7jchj2td3feypc7veidbkpsu.ipfs.nftstorage.link,true
Solnic,SOLNIC,DeaKMzAeZja3Mh5okZE6WUvygLP3Lfuvm6Rg78HqXTz9,6,https://gateway.irys.xyz/y0Hlgi1BbUfWCfJ2a407UrlViwN0Fa3cjLikgrVCpWI,true
SolCard,SOLC,DLUNTKRQt7CrpqSX1naHUYoBznJ9pvMP65uCeWQgYnRK,6,https://bafybeidyzyh3wmstgqsdyhbz4a2im4dx3qw6sveet2tvd2vch62vonnb2y.ipfs.nftstorage.link,true
NVIDIA,NVDA,9dwPiStDBwJJqC3QzMnjpJP7xohZbMVmHELFx3uy3KRq,9,https://pbs.twimg.com/profile_images/1760839132958642176/nq18MRdb_400x400.jpg,true
HARAMBE,HARAMBE,Fch1oixTPri8zxBnmdCEADoJW2toyFHxqDZacQkwdvSP,9,https://turquoise-worried-llama-208.mypinata.cloud/ipfs/QmSsf1AHHx56hyR66DrfvohdQ9mwNrXcZc3WYZb3xi9Tfs?pinataGatewayToken=IjmxGjT2wDVCW9f1Vtqqu4mFAuFmeTtF2KuGOPOUmuNDv0IzHYWPG90almZJn1qp,true
Solchat,CHAT,947tEoG318GUmyjVYhraNRvWpMX7fpBTDQFBoJvSkSG3,9,https://bafybeigqw6dl5tiexa7utfhcsgldalhrelvjnea23jckqsgo65i2uoln5i.ipfs.nftstorage.link,true
SLERF,SLERF,7BgBvyjrZX1YKz4oh9mjb8ZScatkkwb8DzFx7LoiVkM3,9,https://bafkreih44n5jgqpwuvimsxzroyebjunnm47jttqusb4ivagw3vsidil43y.ipfs.nftstorage.link/,true
Silly Goose,GOO,GRFKaABC518SqXMvBpAVYUZtVT3Nj4mYk7E7xU4gA5Rg,9,https://bafkreiaorhiyiwevs2h6qnm4vdku64r6yjc7avbzwmdszgxcikcynjaknu.ipfs.nftstorage.link,true
smolecoin,smole,9Ttyez3xiruyj6cqaR495hbBkJU6SUWdV6AmQ9MvbyyS,6,https://ipfs.io/ipfs/QmcXAf2KasPyu8UtLnafsj3MR3YSjPH4huRc4NQ8YSanoX,true
Chintai,CHEX,6dKCoWjpj5MFU5gWDEFdpUUeBasBLK3wLEwhUzQPAa1e,8,https://chintai.io/images/icon.svg,true
HUND,HUND,2XPqoKfJitk8YcMDGBKy7CMzRRyF2X9PniZeCykDUZev,9,https://ipfs.io/ipfs/QmVMuMjyfKkuVnb8rHFXYor1ezFp9xrecatMH7TizPWdKV,true
jeo boden,boden,3psH1Mj1f7yUfaD5gh6Zj7epE8hhrMkMETgv5TshQA4o,9,https://bafkreid2t4f3i36tq4aowwaaa5633ggslefthxfdudaimog6unwu36umha.ipfs.nftstorage.link/,true
Ada,ADA,E4Q5pLaEiejwEQHcM9GeYSQfMyGy8DJ4bPWgeYthn24v,9,https://gateway.irys.xyz/BFejxwOQrFxDnvG84t8kUf3PI_nCU3PEBrHBlu6g5ww,true
picoSOL,picoSOL,picobAEvs6w7QEknPce34wAE4gknZA9v5tTonnmHYdX,9,https://arweave.net/zR2ZKXpwmG4hMpqhGXlvz-B7PMs34cXxVb2gC1DmlDo,true
Overclock SOL,clockSOL,GRJQtWwdJmp5LLpy8JWjPgn5FnLyqSJGNhn5ZnCTFUwM,9,https://raw.githubusercontent.com/Overclock-Validator/assets/main/img.png,true
SolanaHub staked SOL,hubSOL,HUBsveNpjo5pWqNkH57QzxjQASdTVXcSK7bVKTSZtcSX,9,https://arweave.net/RI0OfNg4Ldn5RRdOp9lE60NqUmweGtJxF5N8JjU_Y0k,true
Stronghold LST,strongSOL,strng7mqqc1MBJJV6vMzYbEqnwVGvKKGKedeCvtktWA,9,https://shdw-drive.genesysgo.net/CqCTE2k6ext17JLE7EFk6pXAznS7m1rLJaN9nHxUAwpc/stronghold.png,true
Lantern Staked SOL,lanternSOL,LnTRntk2kTfWEY6cVB8K9649pgJbt6dJLS1Ns1GZCWg,9,https://arweave.net/juI8rxciTff6pljaDiXMEq5klSOngQol_8lvyokGGwY,true
The Vault,vSOL,vSoLxydx6akxyMD9XEcPvGYNGq6Nn66oqVb3UkGkei7,9,https://cloudflare-ipfs.com/ipfs/bafkreig55mf3lazzbgndiqyqvdmchdsykvvebww7cqlws6ywgog5xfdzta,true
Kitten Haimer,KHAI,3TWgDvYBL2YPET2LxnWAwsMeoA8aL4DutNuwat2pKCjC,8,https://bafkreihkv72pvkaaboxl5rc7g7r5jihqjycdy4cbrap25ilfvvlgefhca4.ipfs.nftstorage.link,true
catwifbag,BAG,D8r8XTuCrUhLheWeGXSwC3G92RhASficV3YA7B2XWcLv,9,https://i.imgur.com/WjsUWFL.png,true
CHURRO,CHURRO,A3t817aK6XkhqQA148bjXKWJMhBmP9t2d9caWvQNaHQR,6,https://bafybeicdl3dbn5cr4xwvov5jnuxusaeichgfyyxnpmmukdsv7xw44qfpxi.ipfs.nftstorage.link,true
Banx,BANX,BANXbTpN8U2cU41FjPxe2Ti37PiT5cCxLUKDQZuJeMMR,9,https://arweave.net/5QRitQGPVjPwpjt43Qe_WISmys4dWwLMqQqQDT0oshg,true
SolMail,Mail,C8cNX2D1y3jqKpMFkQhP1gGbfvTEdeckZXLBKSN5z5KF,6,https://cf-ipfs.com/ipfs/QmcAtxKADTdcZvZxZj3Gkc5YR4Ket1TDodrwzhHt49u3Bn,true
Daumenfrosch,$daumen,T1oYbAejEESrZLtSAjumAXhzFqZGNxQ4kVN9vPUoxMv,9,https://bafkreia2rq6bzgsq2jw2of54xv6hflj6zvkiw3zba2unmlomo2czhquqqy.ipfs.nftstorage.link,true
Solama,SOLAMA,AVLhahDcDQ4m4vHM4ug63oh7xc8Jtk49Dm5hoe9Sazqr,6,https://gateway.irys.xyz/UoPHSd2rbj9krhwHfR4Vk94JnzgwbDs8SW92_Z90YUM,true
Solbank,SB,8twuNzMszqWeFbDErwtf4gw13E6MUS4Hsdx5mi3aqXAM,9,https://gateway.irys.xyz/niSLX8FhcEagTaPapRW4gEbi_u2y675Gy1isLB6wAuM,true
Baby,BABY,5hmf8Jt9puwoqiFQTb3vr22732ZTKYRLRw9Vo7tN3rcz,6,https://photos.pinksale.finance/file/pinksale-logo-upload/1709065389877-8334609f627697b59fa95b3f76dc5f39.png,true
Eggdog,EGG,EXA537HSBVpsFijENbt6Muuy9AADUN8dUmYKD4oKbjJE,9,https://bafybeietkiaw53lzurtiqayxujtuhfmfxkko5rh2xphmxxnyxhqddwy7tu.ipfs.nftstorage.link,true
SHIBA INU,SHIB,5MBBsoCVddAuF8XixvCcXNbHAw6WfpZ8WyTKMmczxxRN,9,https://i.ibb.co/kh4h5xd/11.png,true
REdao,$RE,REdaoGk6EcBVgXW7vHs9FnzWmkr3ba6eHRBBgEtLNWo,9,https://arweave.net/mQfc83s1RVPeQumJ8O6TVS8h9QH1ToSwilJ9USNU1_E,true
BOOK OF MEME,BOME,ukHH6c7mMyiWCf1b9pnWe25TSpkDDt3H5pQZgZ74J82,6,https://bafybeidov7gddabmqke3fozpuvlllp3q2c537f2vfyyf6or4spbbao6cee.ipfs.nftstorage.link/,true
cat in a dogs world,MEW,MEW1gQWJ3nEXg2qgERiKu7FAFj79PHvQVREQUzScPP5,5,https://bafkreidlwyr565dxtao2ipsze6bmzpszqzybz7sqi2zaet5fs7k53henju.ipfs.nftstorage.link/,true
Bird Dog,BIRDDOG,3XTp12PmKMHxB6YkejaGPUjMGBLKRGgzHWgJuVTsBCoP,9,https://dd.dexscreener.com/ds-data/tokens/solana/3XTp12PmKMHxB6YkejaGPUjMGBLKRGgzHWgJuVTsBCoP.png?size=md,true
Biao Coin,$BIAO,3W52uCb8NW8ruMF9mmJX3oKiYAjdPai4633srsZFQCS6,6,https://i.imgur.com/BNautKe.png,true
What in Tarnation?,WIT,Adq3wnAvtaXBNfy63xGV1YNkDiPKadDT469xF9uZPrqE,6,https://cf-ipfs.com/ipfs/QmeqEFthErkc4E5r758Uc3X7hLEyB9S83iWc5ZjcW1C9M3,true
Shark Cat,SC,6D7NaB2xsLd7cauWu1wKk6KBsJohJmP2qZH9GEfVi5Ui,6,https://cf-ipfs.com/ipfs/QmYZnjijjtoH2YDCPxUc6advSuSbsCre4gDjtS2YTUfw7P,true
INBRED CAT,INBRED,EjzzyCSiLqjFDprpZj8e1zjXmcTG5HPGFRSEoWcJWHh9,9,https://arweave.net/iVf74QkkM6G7JfKjwkl37xbFEq0FCU4o5PLGH3--i2o,true
Boba Oppa,BOBAOPPA,bobaM3u8QmqZhY1HwAtnvze9DLXvkgKYk3td3t8MLva,6,https://bafkreicrn3j6ausiwrw66jg22xxbrkypcgkjkux6xeaacw2wcxtj6t3lji.ipfs.nftstorage.link/,true
JustAnEgg,EGG,wo1zgt8rfrYpvdVi4nidoj1SYfcR4pQx69bmNv2JLhQ,9,https://bafkreia6ogaqdzbirdorm2mekm25svpd3szrxf7lzdlpn344mysahecd2a.ipfs.nftstorage.link,true
Dolan Duck,DOLAN,4YK1njyeCkBuXG6phNtidJWKCbBhB659iwGkUJx98P5Z,6,https://pbs.twimg.com/profile_images/1749802424590798848/8Go1WkbK_400x400.jpg,true
jeo rogen,rogen,DtgDZb83TqywcuBuWE89jx4k5Y7b6nQ4GYJq3Wd61JQQ,6,https://cf-ipfs.com/ipfs/QmZ5WeZCweWhbKbJ7Ux1ewxVVMrwz5dYL6szeBdT59f4AF,true
Sharbi,SHARBI,8D1nUMJQam54o34Kj2knFhSTaWoehEr4mBc7LfiDdCqq,8,https://bafkreigwjy43gzwjqlfpottif2pmn3i5fyk7z6p5txvtoceljr4iqxvozq.ipfs.nftstorage.link,true
MOGGO,MOGGO,FbtRb4zF2u52FSnjLB79yRg73hbMVgSw9rC897shqzb4,9,https://moggo.club/wp-content/uploads/2024/04/moggoLogo200.png,true
Flux Terminal,FLUXT,D1wUhnzTDscCDRdxDwR4h82XkesXgQR4Q2zLhSuYJA5m,6,https://image-cdn.solana.fm/images/?imageUrl=https://cf-ipfs.com/ipfs/QmeGpjQhH7CbUfJHFXii2u6gek4ATU4shonqSWMVFMjZ4h,true
Nobiko Coin,LONG,AYABiqKuTh9Va5Aqc6AujFevHwDGmECGQiFmKW5g3K4Z,5,https://bafkreiayokuebuh72owe7axyonjlea2o7kfnjnftzoidyvghlql4igxpea.ipfs.nftstorage.link/,true
IMARO,IMARO,3Gjckk5jXnJffBruUS2EEYhpiDEN6z5TPXLkFVHkSkkg,6,https://arweave.net/DHesbj9OXu_a4xL9XYw27lxuG67IrG7Uv0WOuTwu9mo,true
URANUS,ANUS,9hjZ8UTNrNWt3YUTHVpvzdQjNbp64NbKSDsbLqKR6BZc,9,https://anusexplorer.com/web-logo.png,true
Costco Hot Dog,COST,Av6qVigkb7USQyPXJkUvAEm4f599WTRvd75PUWBA9eNm,9,https://ipfs.io/ipfs/QmSqddq1svm7VpaLCcSQzCea58J8xRo8vhHuVJgdRPUw1J,true
Wormhole Token,W,85VBFQZC9TZkfaptBWjvUw7YbZjy52A6mjtPGjstQAmQ,6,https://wormhole.com/token.png,true
TIMMI,TIMMI,BxXmDhM8sTF3QG4foaVM2v1EUvg9DLSVUsDRTjR8tMyS,6,https://pbs.twimg.com/profile_images/1754820662550732800/SMcVuXll.jpg,true
ZEUS,ZEUS,ZEUS1aR7aX8DFFJf5QjWj2ftDDdNTroMNGo8YoQm3Gq,6,https://raw.githubusercontent.com/ZeusNetworkHQ/zeus-metadata/master/logo-v1.png,true
Tongue Cat,LUIS,5wU4tUcAbds7d5cmnGK2otHa9gbayYsD2mhz1reR6c91,6,https://bafkreihtcqx42secvikbvwtqzcrc2fldtapwl6w4qwdfu4yxh43n6l243u.ipfs.nftstorage.link/,true
SNAP,$NAP,4G86CMxGsMdLETrYnavMFKPhQzKTvDBYGMRAdVtr72nu,6,https://image-cdn.solana.fm/images/?imageUrl=https://bafkreibmmrxk72fmcp3pxcrusm5hot44mwawyfhny4tp2jwc2sgjtjfa2y.ipfs.nftstorage.link,true
Hege,HEGE,ULwSJmmpxmnRfpu6BjnK6rprKXqD5jXUmPpS1FxHXFy,9,https://statics.solscan.io/cdn/imgs/s60?ref=68747470733a2f2f62616679626569636869373579337664777432686d6c346363797064647835746f7534796668707934327a336b346c686a3634766a3268696e6f612e697066732e6e667473746f726167652e6c696e6b,true
MILKBAG,MILKBAG,2ubuHGFS4VJVxSEpvV3kDwz6JiuXdaAoGMwrwYC87tp8,9,https://www.dextools.io/resources/tokens/logos/solana/2ubuHGFS4VJVxSEpvV3kDwz6JiuXdaAoGMwrwYC87tp8.png?1711033406653,true
Beast Meme,XBM,XBMuuVZKHd6u8GyX6JakhjgpCA6h7FG28bXaWX2s51P,9,https://arweave.net/WpHohYQqfwWlp14kMnOjwlcpEhoEibuUsW-MvtDz29A?ext=png,true
Hide the pain Harold,Harold,B8AmDZRJeHuq8CPciey6jocq9p4ivc4ZurDXPwtqs2Qg,6,https://bafybeihtro4yen75sdqt5rc7s5fcjlfb2ts3xvsvibkm63eoe56ape32cu.ipfs.cf-ipfs.com/,true
Barron Tremp,BarrTremp,2CMxmFb2nsNdw351TfZoawpN1DnDuVrH4Wn6fxH2EJT6,6,https://bafkreiaxhbgj5l2cfziu66n5fipedkylcmw2di6ijtvhnw5q4fdp3d3eme.ipfs.nftstorage.link,true
harold,harold,EjmDTt8G3T725eFSV7oWmGD8J848guo3LZ1EB3RfwGSw,9,https://image-cdn.solana.fm/images/?imageUrl=https://bafkreihx4kdgg6floepe6xbb23n2ksjsqeuwtg2fajg2enorvxyu735wku.ipfs.nftstorage.link,true
Tensor,TNSR,TNSRxcUxoT9xBG3de7PiJyTDYu7kskLqcpddxnEJAS6,9,https://arweave.net/beGAyeIzjV_UkyjFtxbkZyi_YqfOBWayiQ0B6wqWygY,true
Jupiter Staked SOL,JupSOL,jupSoLaHXQiZZTSfEWMTRRgpnyFm8f6sZdosWBjx93v,9,https://static.jup.ag/jupSOL/icon.png,true
crow with knife (Wormhole),CAW,9niFQK8MsParjSxhYQ3Ys2a6zHmsEuKSB1M7wwdvZ7bj,0,https://www.crowwithknife.com/200px.png,true
Wuffi,WUF,73xsLcBnLnc9bh81cqVKqj8uEyiarXng5ZwJuTbnVebG,4,https://raw.githubusercontent.com/wuffi-inu/wuffi-inu.github.io/release-1.1.0/assets/wuffi-on-chain-image.png,true
MIMANY,MIMANY,3Rcc6tMyS7ZEa29dxV4g3J5StorS9J1dn98gd42pZTk1,6,https://bafybeicmv6htlk6vqunx4jifj52txzebkmvxiq3ph66igoqwbqnzkcbntq.ipfs.cf-ipfs.com/,true
Dawkoins,DAW,7cb67ev3jvBKaAH1tnVM8FL8WfQ96sa2TYByEXajqx8N,6,https://bafkreibbgyr7sq5rnvievhrocn56kiwxw7yp5ul2gqi7sfs6purdmrq3gu.ipfs.nftstorage.link,true
RETARDIO,RETARDIO,6ogzHhzdrQr9Pgv6hZ2MNze7UrzBMAFyBBWUYp1Fhitx,6,https://bafkreidx64y72zvdmaysswocovwowtjlxjnh26qh62edql5gmp5rpo5gpm.ipfs.nftstorage.link,true
remilio,REMILIO,remiG7sGaHWgrY7o6SXJW5CYi5A7kmKutyJz6x6hUsp,9,https://arweave.net/NsC-eIEVyKfXDJ7JPtZzTJ4BMrkQNkmLDseP2IgeDZo,true
anon coin,ANON,A53BzB7297SXdF6mguQQ8kzqjVYt8pUeHW5m1i8pD6hf,6,https://bafybeihnxkkwtjf2a5jfwmetcbqkzj7zedwf24pfaeqtvtog7raaext76a.ipfs.cf-ipfs.com/,true
SAD HAMSTER,HAMMY,26KMQVgDUoB6rEfnJ51yAABWWJND8uMtpnQgsHQ64Udr,6,https://bafkreidnhl3agzjkay3ljojmvwid72amoumqftgaw7lks2keg27ph3efsu.ipfs.nftstorage.link,true
SoylanaManletCaptainZ,ANSEM,3Lec18q7nPM62LQwqXG2ddiBTDrFCiNw1NEA1ehBZPgB,1,https://arweave.net/tJXiOAU5ZXS7PZbWGKrg5nNRCh5OUlr07iIY4FRWK0o,true
Lambo Space Princess,LSP,BAy5FmGzFwcVcZq1yXaDvF1mEAChF3MPtBLrUMBsnLN9,6,https://cf-ipfs.com/ipfs/QmawB8QaHKMCe8myQbkM15FmsZ1YzCnLnPWPHEN6GAB8a6,true
nubcat,nub,GtDZKAqvMZMnti46ZewMiXCa4oXF4bZxwQPoKzXPFxZn,9,https://bafkreieny7bfqv76t3pgaaktrrux6j2iflefncegqxmezqsqrzy7kjhhy4.ipfs.nftstorage.link/,true
Vibing Cat,VCAT,VP9UaBXLM4KYRvyjisu65rz8BU5xNAbewU7LVmyU2x4,9,https://bafybeial7nesuvpbffl6mvptgf33abr762iojb634ig3p6o6cdo2mlwe6a.ipfs.nftstorage.link/,true
Chinese Beaver,BEAVER,M9i5xQz8Z2Ua3VHuBkjBSkP5HYwdetu7N9RP5VUsW4z,6,https://gateway.irys.xyz/vhQEI53x9msYz5gHSBofNA1oljDH9xKjGAqkQmge-1o,true
bul,bul,8RGy4BZUEkW9dc2UEZ3QHYYdas66X63vazdZJezGJw5e,7,https://cloudflare-ipfs.com/ipfs/bafkreiezviw3lwrcxzh6dctn47unj5tsidgqgjmlzqicr3xhcpx7lxbasy,true
World War 3,Ww3,7m2TUkpPZCScBhPJnGjWjbh75KkDNnwAdd7i74m8awad,6,https://bafybeibkq2ku7q3p6qsj24ac4s3dij4eu5jg47gjd4ra7ln5x77af66sty.ipfs.cf-ipfs.com/,true
Sharky,SHARK,SHARKSYJjqaNyxVfrpnBN9pjgkhwDhatnMyicWPnr1s,6,https://shdw-drive.genesysgo.net/2F9tju1WHwocrTHj2iRoLhhVqbgQJusdUgkYNL84wKf4/$SHARK_logo_round.png,true
michi,$michi,5mbK36SZ7J19An8jFochhQS4of8g6BwUjbeCSxBSoWdp,6,https://i.ibb.co/GxG0314/5mb-K36-SZ7-J19-An8j-Fochh-QS4of8g6-Bw-Ujbe-CSx-BSo-Wdp.png,true
CHEXBACCA,CHEXBACCA,8J5e2FPmBJ1subEUeVkELpeBZv9aYUrMmfHys7sREeXr,6,https://chexbacca.com/assets/images/slider/slider_img01.png,true
POWSCHE,POWSCHE,8CkiSHHJDHJV4LUoiRMLUhqG58cUkbyJRtcP4Z3mCXNf,9,https://dd.dexscreener.com/ds-data/tokens/solana/8CkiSHHJDHJV4LUoiRMLUhqG58cUkbyJRtcP4Z3mCXNf.png,true
Parcl,PRCL,4LLbsb5ReP3yEtYzmXewyGjcir5uXtKFURtaEUVC2AHs,6,https://ipfs.filebase.io/ipfs/QmVDpnYjKMCBdmqGddQNyW8cc3tBU5cKZFiSV5y18J5YnK,true
Smilek,SMILEK,7x4FgiFfeqzs1tiUNvJzpt47GtLXAJ8Jfn8G1Hyyu6JH,6,https://sapphire-lazy-macaw-504.mypinata.cloud/ipfs/QmZHBg3pzFBmmfAugfQqWt31YRUNFBcYshZdDbnuxRyxTf,true
Candle Cat,CANDLE,6iFUKWGDksVvmnSYJUGYnsu168xstni8xJkTF7QrpPAu,6,https://nftstorage.link/ipfs/bafkreicihgr364leax2u77ltfcrsl7hnrkj2dew2innyekaepvigsta3rm,true
HAMI,HAMI,4sp2EUDrQf46rZun6sYAWzjrXwUpx2T3njuoKmV766RJ,9,https://statics.solscan.io/cdn/imgs/s60?ref=68747470733a2f2f697066732e696f2f697066732f516d526579545254426a4257524c746b6d6d4b416569444d5358694b7242796f574b5455454b3548315356583442,true
American Coin,USA,69kdRLyP5DTRkpHraaSZAQbWmAwzF9guKjZfzMXzcbAs,6,https://arweave.net/xUs-YuP__T2cCUofTOJmYcHIzFHj5s8TdH-O-g9qn3w,true
YOUR AI (Wormhole),YOURAI,FjK6rqU6QzUeNtmK6QQ78cCuS5AHAhcm4HgJkdsvXaep,8,https://s3.eu-central-2.wasabisys.com/your-production/yourai-ticker-50x50.png,true
duk,duk,A2khRbhRJNrAEHj95htivC4cR4VbJwfssDH5FPPbP4m9,6,https://bafkreidfel55dm3bvwm4kx4qkutiiwmixsebetskzn7fqrxzkm7r3ilkwy.ipfs.nftstorage.link/,true
shibwifhat,SHIB,F6qoefQq4iCBLoNZ34RjEqHjHkD8vtmoRSdw9Nd55J1k,9,https://i.imgur.com/6CMeW5c.jpg,true
Catcoin,CAT,7hWcHohzwtLddDUG81H2PkWq6KEkMtSDNkYXsso18Fy3,3,https://raw.githubusercontent.com/catcoincom/Audit/mastar/logo1.png,true
TEH EPIK DUCK,EPIK,3BgwJ8b7b9hHX4sgfZ2KJhv9496CoVfsMK2YePevsBRw,6,https://pump.mypinata.cloud/ipfs/QmWqYXSxZGu2AzKLb91eJR9RF68UST8uqZyMj6WHJcogkL,true
MANEKI,MANEKI,25hAyBQfoDhfWx9ay6rarbgvWGwDdNqcHsXS3jQ3mTDJ,5,https://img.fotofolio.xyz/?url=https%3A%2F%2Fi.ibb.co%2FJnz56gp%2FManeki-PFP.png,true
GUMMY,GUMMY,H7bTHGb5Cvo5fGe5jBDNDPUv8KykQnzyZA3qZ8sH7yxw,9,https://bafkreih3pz2wklsnoae5zuyfvascdm3phyffimvyxbsi34rjnqzkjldopu.ipfs.nftstorage.link,true
GOTTI,GOTTI,FoAnSCG6CcqTq2rsTi58yyYBNk1HgsbLzS6b1kTP2ACL,9,https://statics.solscan.io/cdn/imgs/s60?ref=68747470733a2f2f697066732e696f2f697066732f516d623259554476394a316d54394b3157326e535432366b3455527862774353747171356435767167396e4c3443,true  
Milady,Milady,HB2pjBPuquh1XGEVC1GCKepdh4daoJnkJiHFmaorfBWu,9,https://bafkreiancqnp4k3varzynj4xuaigl3674r7ok4rkgwherzwkwqyevq23mi.ipfs.nftstorage.link,true
STASH INU,STASH,EWMfSJgDCE7CXDAYz3hbCaA7NsFHTnddySXx3shco2Hs,6,https://bafybeifodskw7mbbsygrad4oebwy5yh5qscrur5w4ltvximvxrrbrroiw4.ipfs.nftstorage.link,true
doland tremp,tremp,FU1q8vJpZNUrmqsciSjp8bAKKidGsLmouB8CBdf8TKQv,9,https://bafkreia5oynseyky72us6y7uzbas2uxoosujxvbnnuvscozetprbdinmey.ipfs.nftstorage.link/,true
Pumpkin's Staked SOL,pumpkinSOL,pumpkinsEq8xENVZE6QgTS93EN4r9iKvNxNALS1ooyp,9,https://raw.githubusercontent.com/bartenbach/pumpkins_pool/main/assets/img/pumpkintoken.png,true
Pathfinders SOL,pathSOL,pathdXw4He1Xk3eX84pDdDZnGKEme3GivBamGCVPZ5a,9,https://raw.githubusercontent.com/igneous-labs/lst-offchain-metadata/master/pathSOL/pathSOL.png,true
PepeTrump,$PTRUMP,Gk2kRrwNMBU4Dn9JhC1Dks8G5X9nqi4ZE5jMvK6bdgEd,6,https://bafybeihfyvc65n6lk7zh72ge6xuhdnjd6hyak6vzu2wabe7lttwv3njde4.ipfs.cf-ipfs.com,true
gerta,$gerta,DLvWoNT1d5iSX2T1aUUBzRdGbSef2xW3MwJBKtewVW6h,6,https://cf-ipfs.com/ipfs/QmWLHrrt6ah8WJWkn4rtmTKPeTkW1HScKaDde7sRCw3kFh,true
Cheese,Cheese,AbrMJWfDVRZ2EWCQ1xSCpoVeVgZNpq1U2AoYG98oRXfn,6,https://bafybeidkucqooosed5ksrfetexnedmf4kts5yo3ioocallzktffa3gjm3y.ipfs.cf-ipfs.com,true
tooker kurlson,tooker,9EYScpiysGnEimnQPzazr7Jn9GVfxFYzgTEj85hV9L6U,9,https://drive.google.com/file/d/1wcQL0K3apUAOrf0QgIvkgjwnDB9s6yHc/view,true
Kitsune,KIT,AUgdt7wjBifF9vZpde7BjU6HLroCYh4SUHYc7yhheECW,9,https://bafkreialxzf3b3bghbqantzfohxw4n35hpoqgbsi2ffg4lfise7vg7jxju.ipfs.nftstorage.link,true
Helius Staked SOL,hSOL,he1iusmfkpAdwvxLNGV8Y1iSbj4rUy6yMhEA3fotn9A,9,https://raw.githubusercontent.com/igneous-labs/lst-offchain-metadata/master/hSOL/hSOL.png,true
PESHI,PESHI,5LwseQRo8fsz4S3y7jbqqe5C7tZTz5PwhXNCHj13jLBi,6,https://bafkreidobd4eiplmvff42dnutldmwmjihkgbti6rpzuxz6p3c425e6qx6q.ipfs.nftstorage.link,true
